sharpe_ratio
1.094884170999837
1.21739471352822
1.2497564048726157
1.2797619621984406
1.3084266238866482
1.325925518951617
1.3343043374009234
1.3406226056007582
1.3406692160728637
1.348807414240307
1.3532062561812916
1.3577312924062117
1.3611264445628697
1.3641008008855564
1.3646739200440294
1.365230690624499
1.3660075704304104
1.3666796451293384
1.3671105596059228
1.3686568821657195
1.368742464531118
1.371429334570419
1.373238605012351
1.3740838307102345
1.3748660509237078
1.375686728046686
1.3763164931949585
1.3768939289815278
1.377269858793915
1.3775895860569258
1.3775895860569258
1.3781047858032869
1.3783564419874836
1.378691908543388
1.3789494890420737
1.3791580133961987
1.3792915533738717
1.379471497961541
1.3795108966035317
1.3796600440395483
1.3798529163253863
